"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000108960",340.218920041259,1.27705381778544,0.11856842097584,10.7706066022896,4.73868718237927e-27,4.28458722048501e-26,"MMD","23531"
"ENSG00000166292",8.25579994092601,0.214920958152938,0.633347053461797,0.339341530016137,0.734352460242401,0.812651040625658,"TMEM100","55273"
"ENSG00000141179",151.009220778843,0.40603764825709,0.146674906363355,2.76828298939711,0.00563525007668224,0.0115930088819295,"PCTP","58488"
"ENSG00000153930",0.207974888783441,-1.13759906922418,3.81294567170241,-0.298351764533867,0.765434699784071,NA,"ANKFN1","162282"
"ENSG00000183691",73.8466934502226,-1.40973608449628,0.220405234228231,-6.39610982666816,1.5938538323807e-10,6.80875877728314e-10,"NOG","9241"
"ENSG00000214226",31.1701821767565,0.150591626407524,0.313400631545539,0.480508369319102,0.630865953489683,0.728260548486798,"C17orf67","339210"
"ENSG00000153933",134.347344578493,0.655876178161222,0.165619203122773,3.96014571857964,7.49040426140493e-05,0.000197201818514801,"DGKE","8526"
"ENSG00000121060",832.60095293763,-1.16240666354449,0.0732938182237303,-15.8595457531798,1.20764182049055e-56,2.44481114703156e-55,"TRIM25","7706"
"ENSG00000121058",277.156919791484,-0.0958879411903947,0.111767507113298,-0.857923234283052,0.390934853649033,0.505093177266542,"COIL","8161"
"ENSG00000121064",637.612984151474,0.606313491993157,0.0786005551513702,7.71385762893797,1.2207064339432e-14,6.60696710372931e-14,"SCPEP1","59342"
"ENSG00000121057",191.175679349375,-0.116720027364831,0.13060240287227,-0.893705052877039,0.371479721168528,0.484887798297915,"AKAP1","8165"
"ENSG00000153944",588.187371204129,0.193120535094009,0.0881734131152231,2.19023544933713,0.0285071655571431,0.0514182604309356,"MSI2","124540"
"ENSG00000181610",504.176571927276,-0.216479409833261,0.0921245043522087,-2.34985698273741,0.0187806255635055,0.0351745913781858,"MRPS23","51649"
"ENSG00000180891",638.798013833243,-0.683284287847604,0.0834610725696035,-8.18686205209943,2.68125201039985e-16,1.56935234826342e-15,"CUEDC1","404093"
"ENSG00000136451",724.263758193741,-0.682745382691411,0.0762488475294384,-8.9541731424572,3.42291286687157e-19,2.28060080614617e-18,"VEZF1","7716"
"ENSG00000136450",2148.98759753827,-0.674463671526921,0.055863741300782,-12.0733709526447,1.46027521380379e-33,1.63289348262825e-32,"SRSF1","6426"
"ENSG00000264364",1554.91221077514,-0.198895628110049,0.057539344628218,-3.45668914714243,0.000546855275483692,0.00129950871494335,"DYNLL2","140735"
"ENSG00000121053",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"EPX","8288"
"ENSG00000011143",72.0920514131144,-0.582402307714512,0.214042661998875,-2.72096367273536,0.00650919142362313,0.0132466809170613,"MKS1","54903"
"ENSG00000167419",0.359746342224585,-0.175813243892764,2.93054158114365,-0.059993430915303,0.952160866638093,NA,"LPO","4025"
"ENSG00000005381",0.207974888783441,-1.13759906922418,3.81294567170241,-0.298351764533867,0.765434699784071,NA,"MPO","4353"
"ENSG00000005379",5.91350496119464,-0.936587811209776,0.742780287664591,-1.2609217379133,0.207337045422477,0.299728629272827,"TSPOAP1","9256"
"ENSG00000213246",589.664697951193,0.140613251848931,0.0813874815150483,1.72770122912492,0.0840418030860078,0.136417600394518,"SUPT4H1","6827"
"ENSG00000108389",507.575235925558,-0.356744841572048,0.0886112476908663,-4.02595438918326,5.6744688243116e-05,0.000151394499516119,"MTMR4","9110"
"ENSG00000108387",1.01679515226402,0.755610717091164,1.82935558643119,0.413047481143485,0.679571826624853,0.76975550457404,"SEPTIN4","5414"
"ENSG00000121101",0.766167545375132,-0.703944246821982,2.01892987242256,-0.348671965498882,0.727335593276211,0.807249941539634,"TEX14","56155"
"ENSG00000108384",163.323708810627,-0.460998381448963,0.140692464239885,-3.27663875915163,0.0010505067949239,0.00240521502929757,"RAD51C","5889"
"ENSG00000175175",4.29896879696432,-0.624067439574852,0.838802928038049,-0.743997688508956,0.456877873512766,0.571155579108019,"PPM1E","22843"
"ENSG00000108395",723.160915509186,0.460654968088273,0.0764029634494911,6.02928142169257,1.64690290214975e-09,6.56001485726566e-09,"TRIM37","4591"
"ENSG00000182628",499.672954034941,-1.1658881427792,0.0907705880291298,-12.8443383269154,9.2539760739372e-38,1.1656846100657e-36,"SKA2","348235"
"ENSG00000068489",527.868372422254,-3.28311258391777,0.10940184626064,-30.0096634209999,7.34104325634452e-198,1.30352163267477e-195,"PRR11","55771"
"ENSG00000167447",348.158316647492,0.0725286381227636,0.102010907926661,0.710989046141096,0.477091023719464,0.590446708212269,"SMG8","55181"
"ENSG00000153982",48.3544343396646,1.82492342446688,0.291363548789998,6.26338961083361,3.76697853236248e-10,1.57318587730117e-09,"GDPD1","284161"
"ENSG00000175155",184.837973606362,0.790019348673574,0.143854234767473,5.49180460311487,3.97847422203092e-08,1.43396314708466e-07,"YPEL2","388403"
"ENSG00000108406",599.07187313569,0.0461562552814206,0.0779332375704764,0.592253789529541,0.553680654956792,0.661222388198136,"DHX40","79665"
"ENSG00000141367",15828.8383447949,-0.0203130676122274,0.0355330418650192,-0.571667004738617,0.567547591936338,0.674231533931786,"CLTC","1213"
"ENSG00000141378",287.428765269192,0.234242804148945,0.112108593730256,2.08942772676781,0.0366692374993638,0.0646526166127077,"PTRH2","51651"
"ENSG00000062716",2315.13385605726,0.44818663009654,0.0530201880545009,8.45313165686694,2.83591585225047e-17,1.72638281001518e-16,"VMP1","81671"
"ENSG00000108423",44.2627654812841,0.0679497967070682,0.27385423277007,0.248123960034313,0.804038497739298,0.864327882233525,"TUBD1","51174"
"ENSG00000108443",517.531606738998,-0.765906177542094,0.0836619628818312,-9.15477178827255,5.44728227282802e-20,3.76557439666695e-19,"RPS6KB1","6198"
"ENSG00000189050",120.014252520113,0.256119849888597,0.165651353975342,1.54613798041591,0.122071247890125,0.189243042801884,"RNFT1","51136"
"ENSG00000068097",308.44126333323,-0.632267827380186,0.1081607263892,-5.84563222241191,5.0464790060632e-09,1.94393642423835e-08,"HEATR6","63897"
"ENSG00000280852",17.8730489706257,-0.351284678833744,0.421319647798982,-0.833772364210621,0.404409271175407,0.519002240549795,"LOC653653","653653"
"ENSG00000167434",0.271637327151661,1.51960185930091,3.43002036719096,0.443029981348303,0.657744049007911,NA,"CA4","762"
"ENSG00000170832",949.370325007816,-0.278720071159862,0.065428816749674,-4.25989777908143,2.04520416925758e-05,5.71524820753093e-05,"USP32","84669"
"ENSG00000062725",907.730820606392,-0.52400409382563,0.0660023431082148,-7.93917411335676,2.03531899542425e-15,1.14359631546179e-14,"APPBP2","10513"
"ENSG00000170836",304.264545144773,0.438058275711602,0.122013508759418,3.59024406531371,0.000330368475792125,0.000807323925754326,"PPM1D","8493"
"ENSG00000281267",0.543603841878244,0.78468107499181,2.42042057965419,0.324192035709727,0.745792651342108,0.820915389229187,NA,NA
"ENSG00000141376",307.890267730441,0.683999016371788,0.108820032484264,6.28559834762685,3.26593330076792e-10,1.36975882147745e-09,"BCAS3","54828"
"ENSG00000121068",4581.58505115848,1.11779130176954,0.0528303186553945,21.1581404431941,2.3220099307917e-99,1.01548315608333e-97,"TBX2","6909"
"ENSG00000121075",0.898477030086905,1.82073448329364,2.05225101356492,0.887188979934225,0.374977164488439,0.488673927865471,"TBX4","9496"
"ENSG00000253506",3.88854724242703,0.192328959928002,0.896863785748082,0.21444612100998,0.830199178736879,0.885025352348942,"NACA2","342538"
"ENSG00000136492",160.942137410396,-2.66488475305143,0.174813683821242,-15.2441427627395,1.80080892343771e-52,3.25249043059129e-51,"BRIP1","83990"
"ENSG00000108506",202.50741126478,-0.10289856058259,0.126476453454666,-0.813578794881943,0.415886289820099,0.531230034613331,"INTS2","57508"
"ENSG00000108510",1504.30361418643,0.421903140852979,0.060075654323839,7.02286384728666,2.17366010484069e-12,1.04315866574868e-11,"MED13","9969"
"ENSG00000087995",230.380686422433,-0.27708561508977,0.121572725000554,-2.27917581915275,0.0226566159094603,0.0416818381317721,"METTL2A","339175"
"ENSG00000146872",826.311760821068,0.199149597236399,0.068675571214054,2.8998608051715,0.00373328405872775,0.00791101947628032,"TLK2","11011"
"ENSG00000011028",11399.7780087561,0.541967891740676,0.0447632214982012,12.1074371683114,9.64611621988213e-34,1.08854870481334e-32,"MRC2","9902"
"ENSG00000173838",2.78390633914664,-1.0029053001091,1.11823587567582,-0.896863820884818,0.369791587578578,0.483155001572082,"MARCHF10","162333"
"ENSG00000170921",1281.41411967051,-0.410952224430296,0.0637721699822453,-6.44406838507627,1.16312635323917e-10,5.00500910774857e-10,"TANC2","26115"
"ENSG00000008283",162.31792562601,0.752781498473822,0.1462132693798,5.14851696885605,2.625540376111e-07,8.84664244698764e-07,"CYB561","1534"
"ENSG00000159640",55.6937056968103,0.85386248692045,0.257399128815077,3.31727030643484,0.000909016248248064,0.00210117337934128,"ACE","1636"
